,created_at,tweet,frames
4182,2022-04-06 08:00:10+00:00,"got followed to work by a homeless guy yesterday to the point as i turned around to shut the door behind me he put his foot in <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 169]'></span> had to push with all force",['personal_interaction_observation_of_homelessness']
4183,2022-04-16 00:04:35+00:00,how far would $43b go towards feeding the poor or he letting the homeless ? musk is a prick and the reason i wouldn’t drive a tesla if it was given to me for free…,"['money_aid_resource_allocation', 'societal_critique']"
4184,2022-01-04 23:48:15+00:00,i can marry homeless ok fucking fantastic,['0']
4185,2021-12-26 01:49:47+00:00,i gave 13boxes of pizzas out to the homeless today they deserve something for christmas to,['solutions_interventions']
4186,2021-12-27 15:05:39+00:00,i have a serious question. we build jails to hold thousands of criminals while 1000’s of people are homeless some just maybe one bad break caused it really at no fault of their own. so do they have to commit a violent crime to be fed and housed? makes no sense to me,['government_critique']
4187,2022-12-09 15:39:50+00:00,i think this homeless man just called me a nigger because i didn’t give him change lol… baby that’s why you’ll always be a bum. glad i didn’t give you shit,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
4188,2022-10-22 18:08:26+00:00,i was blessed to give a confirmation retreat to 30 teens right now. the topic was allowing the indwelling spirit to open our eyes to see the image of god in the homeless.,['solutions_interventions']
4189,2022-08-02 23:25:00+00:00,im so hungry give me food pls give me money for food i'm homeless omg,['0']
4190,2022-06-21 14:08:10+00:00,it really feels like sometimes i work in the er. case management for the homeless is no different than working in the er in triage.,['solutions_interventions']
4191,2022-12-24 11:08:02+00:00,let is so funny but id be homeless if i bought that help,['0']
4192,2023-01-11 12:13:02+00:00,north america might want to dream of shelter and food for homeless people eternally.,"['societal_critique', 'solutions_interventions']"
4193,2022-07-29 04:05:11+00:00,not homeless anymore but still a bit sad regardless.,['0']
4194,2022-09-26 20:24:32+00:00,old people love staring at the homeless,['personal_interaction_observation_of_homelessness']
4195,2022-09-05 06:17:16+00:00,rings of power ep 2 slams!! and the homeless man has got to be gandalf. it just would not hit the same if it was a blue wizard. magic mithril dwarf doors not yet made. so many easter eggs this whole episode. wow.,['media_portrayal']
4196,2022-09-21 04:37:18+00:00,"shouts out the homeless dude who gave me rillos when he saw i was gunna get some may the nug i gave you help you get through the night <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 143]'></span>","['solutions_interventions', 'personal_interaction_observation_of_homelessness']"
4197,2022-12-13 21:50:39+00:00,soooo instead i’m going to feed the homeless this christmas!,['solutions_interventions']
4198,2022-09-23 22:11:38+00:00,taser face the homeless guy is mad when dabbing on jason who is average,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
4199,2022-10-26 18:57:55+00:00,the vet advises pet owners to protect their furry friends safe by keeping an eye out when walking pets around homeless encampments or unfamiliar areas.,"['harmful_generalization', 'personal_interaction_observation_of_homelessness']"
4200,2022-09-10 07:05:47+00:00,"this homeless guy in a wheelchair really tried to fight me because i didn’t give him no money at the corner store <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span>",['personal_interaction_observation_of_homelessness']
4201,2022-06-19 08:14:19+00:00,tonight i had the idea to take a little bit out of orders and give ‘em to the homeless. this lady was so thankful for some fry’s and a drink it made my day,"['solutions_interventions', 'personal_interaction_observation_of_homelessness']"
4202,2021-12-14 00:59:28+00:00,who lined you up? a homeless guy?,['0']
4203,2022-01-19 06:25:32+00:00,why are homeless in the subway when these centers are empty?the subway is a business selling transportation. it is not a housing center nor should it be used as one .we can not normalize the existing conditions of homeless living in the subways,"['money_aid_resource_allocation', 'solutions_interventions', 'not_in_my_backyard']"
4204,2022-12-05 13:15:41+00:00,you could tell i’m in a good mood this morning. i gave a homeless man $20 and i been letting people cut in front of me all morning. when am i known for letting people cut in front me without purposely causing an accident and following them home to fight?,['solutions_interventions']
4205,2022-10-27 06:59:48+00:00,your music moods are homeless and lyrical.,['0']
4206,2022-06-03 15:33:12+00:00,"""7 years ago i was homeless with an overdrafted bank account. fast forward to today and i just got back from taking my mom on a fully paid vacation for 5 days in puerto rico, living on my own in an expensive ass neighborhood, with a car and savings account. drag did that ✌<span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 190]'></span>""",['0']
4207,2022-12-09 11:23:34+00:00,"""@1039108912446540046 my nigga, please tell me you didn't just tweet about doing something good for a homeless person??""",['solutions_interventions']
4208,2022-05-22 18:07:31+00:00,"""@1177158700588504157 @6147860809054898711 @5299568654980934792 wouldn't say it's """"safe"""". it's homeless and/or feinds inhabiting the station. and the station gives a creepy dirty vibe""",['harmful_generalization']
4209,2022-11-06 15:29:12+00:00,"""@1533851860321901309 isn’t it sad that the demand for a child’s game is worth more to society than helping the homeless, our military vets, our police officers, teachers, and the mentally ill?""","['harmful_generalization', 'deserving_undeserving_of_resources', 'money_aid_resource_allocation', 'societal_critique']"
4210,2022-01-05 06:32:06+00:00,"""@172720805776521142 @3039893502098263115 i know you don't have a lot of room in the title, but for those not in the know, stonewall youth, predictably, serves lgbtqia+ youth (up to age 24). queer kids are *very* likely to be homeless or displaced. it's no surprise they're standing their ground here.""",['solutions_interventions']
4211,2022-12-13 05:52:26+00:00,"""@2970363210570262474 mine keeps giving me things like poor, homeless, fired
 i don't like this game very much""",['harmful_generalization']
4212,2022-07-24 06:02:33+00:00,"""@3989149096900840045 aka """"piss on you economics"""" cos that's the only trickle y'all will ever get
 a homeless person is worth 50k a year in prison, with very little overheads ...""","['government_critique', 'solutions_interventions']"
4213,2022-02-23 02:16:57+00:00,"""@4069280995384060756 @8925663348895283415 the empty homes of russian oligarchs &amp; other dodgy super-rich internationals should be confiscated &amp; be turned over to the homeless, no british citizen should sleep on british streets. let's give the homeless a taste of luxury &amp; bring a smile to their suffering faces.""","['money_aid_resource_allocation', 'solutions_interventions']"
4214,2022-02-04 04:32:14+00:00,"""@4647561384457192858 strange, since they refuse to actually count the homeless this year......so $800 million to essentially pay all of @6102540679402622065 homeless groups and buddies. they feed off each other and the money you all provide them.  
 

 frauds.""","['government_critique', 'money_aid_resource_allocation']"
4215,2022-06-22 03:07:27+00:00,"""@4700898420191967354 @796413016263668405 @6808442483047540420 @2363810271831464742 @6313580441413200301 @5760102275474824648 whybring gender into the conversation when i didn’t say anything to do with their looks? saying you value a girl less because they’re “homeless” or have “buck teeth” and with “no money”is fcking wrong. also ronaldo was never taken to court, degropey? his track record is 10x worse""","['harmful_generalization', 'solutions_interventions']"
4216,2022-06-07 04:52:10+00:00,"""@5136109510020301247 @7597442724396449544 when i visited, i was entertained by bollards that sank into the ground when delivery drivers swiped a card. so they could get in and out when they needed. it was calm and lovely.  i don’t recall seeing homeless people sleeping out but i don’t think this makes any difference.""",['personal_interaction_observation_of_homelessness']
4217,2022-07-25 21:46:39+00:00,"""@5333546659402666432 @5666909743276663214 current social supports are not enough to survive on
 

 disabled people in bc get $375 for rent, there’s nowhere to rent in bc for that amount
 

 full income is ~$1300/mn. median 1br/studio rent is $1100
 

 and social assistance is lower
 

 many homeless ppl have undiagnosed disabilities""","['government_critique', 'money_aid_resource_allocation']"
4218,2021-12-28 13:37:08+00:00,"""@5999594407524432722 """"in the richest nation on earth..."""" is exactly right. our homeless population would be a shame in any nation. but it's so ironic here in the usa.""","['government_critique', 'societal_critique']"
